,numberOfEpisodes,Finalization,originalTitle,startYear,endYear,runtimeMinutes,averageRating,numVotes,GenderMale,GenderFeMale,genre_action,genre_adult,genre_adventure,genre_animation,genre_biography,genre_comedy,genre_crime,genre_documentary,genre_drama,genre_family,genre_fantasy,genre_history,genre_horror,genre_musical,genre_mystery,genre_news,genre_romance,genre_sci-fi,genre_talk-show,genre_thriller,genre_war,genre_western,numberEpisodePrediction
587,13,0,Seihô tenshi Angel Links,0.3214285714285694,0,0.20895522388059698,0.5402298850574713,3.7414199886111174e-05,0.6000000000000001,0.4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32.0
588,12,0,Oh! Sûpâ Miruku-chan,0.2857142857142776,0,0.28358208955223885,0.5977011494252874,0.00012271857562644466,0.4,0.4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31.0
589,42,0,Carola Casini,0.25,0,0.7313432835820896,0.48275862068965514,8.979407972666683e-06,0.4,0.6000000000000001,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35.0
590,80,0,Amor sagrado,0.2142857142857082,0,0.7313432835820896,0.5057471264367815,0.0,0.4,0.6000000000000001,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,27.0
591,54,0,The Directors,0.25,0,0.7313432835820896,0.7011494252873562,0.00011373916765377799,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35.0
592,13,0,Laberinto,0.25,0,0.7313432835820896,0.7471264367816092,7.482839977222239e-07,0.6000000000000001,0.4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.0
593,29,0,Nueve lunas,0.1785714285714306,0,0.7313432835820896,0.7586206896551724,8.23112397494446e-06,0.6000000000000001,0.4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,29.0
594,78,0,Zona de riesgo,0.0714285714285694,0,0.7313432835820896,0.5747126436781609,2.244851993166671e-06,0.8,0.2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,23.0
595,39,0,Adventures from the Book of Virtues,0.2142857142857082,0,0.28358208955223885,0.6781609195402298,0.00017659502346244475,0.6000000000000001,0.2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32.0
596,39,0,Desesperadas por el aire,0.2857142857142776,0,0.7313432835820896,0.7356321839080459,1.496567995444447e-06,0.6000000000000001,0.4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27.0
597,19,0,Infómanas,0.2857142857142776,0,0.7313432835820896,0.7701149425287356,5.2379879840555655e-06,0.0,0.4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29.0
598,19,0,El Rafa,0.25,0,0.7313432835820896,0.5057471264367815,2.9931359908888947e-06,0.6000000000000001,0.4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,26.0
599,46,0,Wat nu weer!?,0.1785714285714306,0,0.28358208955223885,0.4482758620689654,9.727691970388907e-06,0.4,0.6000000000000001,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.0
600,36,0,RIP,0.0714285714285694,0,0.28358208955223885,0.5862068965517241,3.7414199886111177e-06,0.4,0.6000000000000001,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.0
601,64,0,Alles Atze,0.3571428571428612,0,0.20895522388059698,0.3793103448275862,0.00022298863132122262,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37.0
602,64,0,Crocodile Hunter,0.2142857142857082,0,0.7313432835820896,0.7356321839080459,0.0016918701188499473,0.2,0.2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43.0
603,98,0,Grizzly Tales for Gruesome Kids,0.3571428571428612,0,0.6716417910447761,0.7241379310344827,0.00030305501907750053,0.2,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36.0
604,26,0,Mythic Warriors: Guardians of the Legend,0.2857142857142776,0,0.28358208955223885,0.7586206896551724,5.686958382688899e-05,1.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27.0
605,55,0,Ekeines & ego,0.2142857142857082,0,0.4328358208955223,0.7356321839080459,0.0007101215138383902,0.6000000000000001,0.4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38.0
606,42,0,Fortier,0.3928571428571388,0,0.4328358208955223,0.8045977011494251,0.00019156070341688923,0.8,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,23.0
607,9,0,Geisterjäger John Sinclair,0.3571428571428612,0,0.5074626865671641,0.4022988505747126,4.3400471867888965e-05,0.8,0.2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.0
608,13,0,The Others,0.3571428571428612,0,0.7313432835820896,0.7586206896551724,0.0004235287427107785,0.4,0.4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,36.0
609,13,0,The Beat,0.3571428571428612,0,0.7313432835820896,0.5747126436781609,3.4421063895222285e-05,0.8,0.2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27.0
610,13,0,La nena,0.2142857142857082,0,0.7313432835820896,0.689655172413793,2.0951951936222262e-05,0.4,0.6000000000000001,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.0
611,39,0,Toransufômâ: Kârobotto,0.3571428571428612,0,0.16417910447761194,0.6436781609195401,0.00030380330307522275,0.8,0.2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41.0
612,33,0,The Car's the Star,0.1428571428571388,0,0.1343283582089552,0.7816091954022988,6.7345559795000115e-06,0.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.0
613,52,0,Destinos: An Introduction to Spanish,0.0714285714285694,0,0.28358208955223885,0.5747126436781609,0.00010924946366744465,0.6000000000000001,0.4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,31.0
614,9,0,Falcone,0.3571428571428612,0,0.7313432835820896,0.7126436781609196,7.333183177677791e-05,0.6000000000000001,0.2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29.0
615,11,0,Beautiful Life,0.3571428571428612,0,0.7313432835820896,0.7701149425287356,0.00021101608735766704,0.4,0.6000000000000001,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,31.0
616,24,0,Casshern Sins,0.6428571428571388,0,0.19402985074626863,0.7011494252873562,0.00046917406657183414,0.4,0.6000000000000001,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35.0
617,20,0,Bull,0.3571428571428612,0,0.7313432835820896,0.7356321839080459,8.605265973805571e-05,0.4,0.4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,30.0
618,25,0,Lost Universe,0.2857142857142776,0,0.1791044776119403,0.7011494252873562,9.353549971527795e-05,0.8,0.2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.0
619,26,0,The Savage Dragon,0.1785714285714306,0,0.16417910447761194,0.6436781609195401,5.312816383827787e-05,0.6000000000000001,0.2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.0
620,18,0,Vendetta,0.3214285714285694,0,0.4328358208955223,0.6091954022988505,5.2379879840555655e-06,0.6000000000000001,0.4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,28.0
621,74,0,Making the Video,0.3214285714285694,0,0.28358208955223885,0.4482758620689654,9.652863570616685e-05,0.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.0
622,13,0,To Heart,0.3214285714285694,0,0.20895522388059698,0.6551724137931034,3.292449589977784e-05,0.2,0.8,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30.0
623,26,0,George and Martha,0.3214285714285694,0,0.28358208955223885,0.6666666666666666,0.00010700461167427798,0.4,0.4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30.0
624,13,0,Russell Gilbert Live,0.3571428571428612,0,0.7313432835820896,0.367816091954023,5.2379879840555655e-06,0.6000000000000001,0.2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31.0
625,13,0,Dead Last,0.3928571428571388,0,0.7313432835820896,0.7586206896551724,0.0001676156154897781,0.6000000000000001,0.2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30.0
626,12,0,Eat-Man '98,0.2857142857142776,0,0.20895522388059698,0.6436781609195401,4.414875586561119e-05,0.8,0.2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29.0
627,12,0,Eat-Man,0.25,0,0.19402985074626863,0.7011494252873562,3.217621190205561e-05,0.2,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31.0
628,13,0,X-Play,0.2857142857142776,0,0.28358208955223885,0.8045977011494251,0.0006757004499431679,0.2,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,37.0
629,7,0,In Exile,0.2857142857142776,0,0.20895522388059698,0.793103448275862,6.7345559795000115e-06,0.6000000000000001,0.2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.0
630,99,0,Me llaman Lolita,0.3214285714285694,0,0.7313432835820896,0.7816091954022988,1.7958815945333366e-05,0.2,0.8,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,28.0
631,40,0,La mujer del presidente,0.25,0,0.5223880597014925,0.8620689655172412,4.190390387244452e-05,0.6000000000000001,0.4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32.0
632,16,0,Hype,0.3571428571428612,0,0.28358208955223885,0.47126436781609193,1.1972543963555577e-05,0.4,0.4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.0
633,74,0,Between the Lions,0.3214285714285694,0,0.28358208955223885,0.6781609195402298,0.0005649544182802788,0.6000000000000001,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39.0
634,9,0,El nieto de Don Mateo (la peluquería),0.3571428571428612,0,0.7313432835820896,0.27586206896551724,6.7345559795000115e-06,0.6000000000000001,0.4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.0
635,21,0,Romané,0.3571428571428612,0,0.7313432835820896,0.793103448275862,5.312816383827787e-05,0.8,0.2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28.0
636,12,0,Rompecorazón,0.1428571428571388,0,0.7313432835820896,0.6781609195402298,2.244851993166671e-06,0.2,0.6000000000000001,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,27.0
637,13,0,The Lone Gunmen,0.3928571428571388,0,0.5074626865671641,0.7241379310344827,0.003296191009966395,0.6000000000000001,0.2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42.0
638,11,0,The Sunday Show,0.1785714285714306,0,0.5074626865671641,0.7701149425287356,1.870709994305559e-05,0.2,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28.0
639,48,0,The Adventures of T-Rex,0.0714285714285694,0,0.28358208955223885,0.5862068965517241,5.836615182233344e-05,0.6000000000000001,0.2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32.0
640,13,0,Hearts and Bones,0.3571428571428612,0,0.5820895522388059,0.7816091954022988,0.00010251490768794464,0.2,0.8,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,31.0
641,7,0,"Lock, Stock...",0.3571428571428612,0,0.7313432835820896,0.7241379310344827,0.0007205974898065014,1.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35.0
642,8,0,The Divine David Presents,0.2857142857142776,0,0.28358208955223885,0.7816091954022988,6.7345559795000115e-06,0.2,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.0
643,20,0,Exposure,0.3571428571428612,0,0.7313432835820896,0.7356321839080459,2.0951951936222262e-05,0.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31.0
644,65,0,Spyder Games,0.3928571428571388,0,0.28358208955223885,0.7816091954022988,9.578035170844462e-05,0.2,0.6000000000000001,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,31.0
645,12,0,Fem gånger Storm,0.3571428571428612,0,0.1791044776119403,0.47126436781609193,1.496567995444447e-06,0.4,0.6000000000000001,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.0
646,13,0,Breaking News,0.4285714285714306,0,0.7313432835820896,0.5862068965517241,2.0951951936222262e-05,0.6000000000000001,0.2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,26.0
647,84,0,Kureyon Shin-chan,0.0714285714285694,0,0.28358208955223885,0.7701149425287356,0.0030567401306952832,0.0,0.8,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54.0
648,11,0,Ii hito,0.25,0,0.7313432835820896,0.6206896551724137,2.244851993166671e-06,0.8,0.2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28.0
649,55,0,Anja & Anton,0.2857142857142776,0,0.20895522388059698,0.4137931034482758,7.482839977222239e-07,0.8,0.2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,27.0
650,55,0,Pasik!,0.3571428571428612,0,0.28358208955223885,0.4482758620689654,0.00013169798359911135,0.6000000000000001,0.4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.0
651,13,0,The War Next Door,0.3571428571428612,0,0.28358208955223885,0.7241379310344827,5.537301583144454e-05,0.4,0.4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30.0
652,12,0,Madigan Men,0.3571428571428612,0,0.28358208955223885,0.6781609195402298,5.836615182233344e-05,0.8,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.0
653,13,0,"Manhattan, AZ",0.3571428571428612,0,0.28358208955223885,0.7126436781609196,4.5645323861055636e-05,0.8,0.2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.0
654,88,0,Tanoshî Mûmin ikka,0.0,0,0.1791044776119403,0.8160919540229885,0.0021071677375857816,0.6000000000000001,0.4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57.0
655,13,0,Night Visions,0.3928571428571388,0,0.4776119402985074,0.7356321839080459,0.0004976088584852787,0.4,0.2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,39.0
656,27,0,Lodoss to Senki: Eiyuu kishi den,0.2857142857142776,0,0.20895522388059698,0.7356321839080459,0.00034870034293855615,0.6000000000000001,0.4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42.0
657,50,0,Aprender a volar,0.1428571428571388,0,0.7313432835820896,0.7701149425287356,3.7414199886111177e-06,0.4,0.6000000000000001,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28.0
658,46,0,Naked News,0.3214285714285694,0,0.7313432835820896,0.47126436781609193,0.00048189489453311194,0.0,0.8,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40.0
659,26,0,Brain Powerd,0.2857142857142776,0,0.28358208955223885,0.5057471264367815,3.9659051879277845e-05,0.6000000000000001,0.4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.0
660,39,0,CardCaptors,0.3571428571428612,0,0.28358208955223885,0.8045977011494251,0.0005978789141800567,0.4,0.6000000000000001,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38.0
661,65,0,Sworn to Secrecy: Secrets of War,0.2857142857142776,0,0.626865671641791,0.689655172413793,7.408011577450014e-05,0.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38.0
662,10,0,The 1900 House,0.3214285714285694,0,0.7313432835820896,0.793103448275862,0.00021999549533033373,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,31.0
663,14,0,The Pleasure Zone,0.3214285714285694,0,0.28358208955223885,0.528735632183908,2.4693371924833375e-05,0.6000000000000001,0.4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,30.0
664,26,0,Sairento mebiusu,0.2857142857142776,0,0.28358208955223885,0.6781609195402298,9.054236372438906e-05,0.0,0.8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.0
665,14,0,Das Geheimnis des Sagala,0.25,0,0.20895522388059698,0.7356321839080459,3.7414199886111174e-05,0.8,0.2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,27.0
666,30,0,HBO Comedy Half-Hour,0.1428571428571388,0,0.25373134328358204,0.793103448275862,0.00017509845546700032,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.0
667,24,0,Majutsushi Orphen Mubouhen,0.2857142857142776,0,0.20895522388059698,0.7126436781609196,0.00012496342761961134,0.2,0.8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.0
668,8,0,Pandillas guerra y paz,0.25,0,0.7313432835820896,0.7701149425287356,2.3945087927111157e-05,0.8,0.2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,24.0
669,22,0,Les années bleues,0.2857142857142776,0,0.20895522388059698,0.21839080459770113,3.7414199886111177e-06,0.2,0.6000000000000001,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.0
670,85,0,Belonging,0.3571428571428612,0,0.4328358208955223,0.8160919540229885,3.367277989750006e-05,0.2,0.8,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,30.0
671,13,0,Hampton Court,0.035714285714277594,0,0.20895522388059698,0.6551724137931034,5.2379879840555655e-06,0.6000000000000001,0.4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.0
672,24,0,Ronny & Julia,0.3571428571428612,0,0.05970149253731344,0.528735632183908,3.891076788155562e-05,0.6000000000000001,0.4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.0
673,41,0,Colegio mayor,0.1428571428571388,0,0.28358208955223885,0.5172413793103449,3.217621190205561e-05,0.6000000000000001,0.2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.0
674,20,0,2gether: The Series,0.3571428571428612,0,0.28358208955223885,0.47126436781609193,0.0002446888672551671,0.8,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29.0
675,12,0,Kimi ga oshiete kureta koto,0.3571428571428612,0,0.7313432835820896,0.7816091954022988,0.0,0.4,0.2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,27.0
676,8,0,Real Rooms,0.3571428571428612,0,0.28358208955223885,0.6666666666666666,0.0,0.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.0
677,14,0,L.A. 7,0.3571428571428612,0,0.20895522388059698,0.5632183908045976,0.00015713963952166695,0.4,0.6000000000000001,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32.0
678,26,0,Betterman,0.3214285714285694,0,0.28358208955223885,0.632183908045977,4.3400471867888965e-05,0.4,0.6000000000000001,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27.0
679,13,0,Boys be...,0.3571428571428612,0,0.19402985074626863,0.6436781609195401,6.135928781322233e-05,0.6000000000000001,0.4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31.0
680,8,0,Some of My Best Friends,0.3928571428571388,0,0.28358208955223885,0.49425287356321834,0.00013543940358772246,0.6000000000000001,0.2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.0
681,13,0,Kristin,0.3928571428571388,0,0.28358208955223885,0.632183908045977,8.455609174261126e-05,0.4,0.4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28.0
682,7,0,Head Over Heels,0.1071428571428612,0,0.7313432835820896,0.793103448275862,2.244851993166671e-05,0.0,0.8,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.0
683,10,0,Die Komiker,0.3571428571428612,0,0.28358208955223885,0.7241379310344827,4.489703986333342e-06,0.4,0.6000000000000001,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.0
684,16,0,Arrest & Trial,0.3571428571428612,0,0.28358208955223885,0.7126436781609196,4.3400471867888965e-05,0.4,0.2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27.0
685,12,0,Brand Spanking New Show,0.3571428571428612,0,0.28358208955223885,0.5977011494252874,4.265218787016674e-05,0.4,0.6000000000000001,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.0
686,78,0,Kipper,0.25,0,0.5373134328358209,0.689655172413793,0.0004048216427677229,0.4,0.2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41.0
687,13,0,Generation O!,0.3571428571428612,0,0.22388059701492538,0.5517241379310345,2.9183075911166718e-05,0.4,0.4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32.0
688,10,0,The Planet's Funniest Animals,0.3214285714285694,0,0.28358208955223885,0.5057471264367815,0.00019081241941916702,0.6000000000000001,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,34.0
689,41,0,Maggie and the Ferocious Beast,0.2857142857142776,0,0.16417910447761194,0.6091954022988505,0.0007191009218110569,0.4,0.4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50.0
690,14,0,The New Adventures of Madeline,0.1785714285714306,0,0.1791044776119403,0.7816091954022988,3.591763189066673e-05,0.4,0.6000000000000001,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.0
691,9,0,Der Puma - Kämpfer mit Herz,0.3214285714285694,0,0.5074626865671641,0.4367816091954023,1.7958815945333366e-05,0.8,0.2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.0
692,10,0,Thieves,0.3928571428571388,0,0.5074626865671641,0.7011494252873562,0.0001489085155467225,0.6000000000000001,0.2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32.0
693,91,0,Curb Your Enthusiasm,0.3571428571428612,0,0.25373134328358204,0.8620689655172412,0.06002883886527222,0.6000000000000001,0.4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55.0
694,29,0,Der Ermittler,0.3928571428571388,0,0.7313432835820896,0.7356321839080459,1.2720827961277801e-05,0.6000000000000001,0.4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28.0
695,16,0,Expedition: Robinson,0.25,0,0.7313432835820896,0.5977011494252874,0.00011673230364466688,0.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32.0
696,11,0,Yamato nadeshiko,0.3571428571428612,0,0.6417910447761194,0.793103448275862,6.285585580866678e-05,0.6000000000000001,0.4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28.0
697,39,0,Spacevets,0.0714285714285694,0,0.05970149253731344,0.7586206896551724,7.482839977222239e-07,0.6000000000000001,0.2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.0
698,13,0,The Hollywood Fashion Machine,0.1785714285714306,0,0.28358208955223885,0.7471264367816092,7.482839977222239e-07,0.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.0
699,8,0,Flipside,0.4285714285714306,0,0.28358208955223885,0.7011494252873562,1.496567995444447e-06,0.8,0.2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.0
700,30,0,Heroes of Comedy,0.1785714285714306,0,0.7313432835820896,0.632183908045977,1.870709994305559e-05,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35.0
701,10,0,North Square,0.3571428571428612,0,0.7313432835820896,0.793103448275862,0.00015040508354216694,0.8,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,24.0
702,26,0,People's Century,0.1785714285714306,0,0.7313432835820896,0.8620689655172412,8.006638775627792e-05,0.2,0.2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.0
703,8,0,Coast to Coast USA: Biker-Jens,0.3214285714285694,0,0.20895522388059698,0.5977011494252874,5.986271981777789e-06,0.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29.0
704,11,0,Seija no koushin,0.2857142857142776,0,0.5820895522388059,0.8620689655172412,1.5713963952166695e-05,0.4,0.6000000000000001,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,32.0
705,19,0,Una voz en el teléfono,0.0,0,0.7313432835820896,0.3793103448275862,7.482839977222239e-07,0.6000000000000001,0.4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,28.0
706,26,0,¡Viva Vegas!,0.3571428571428612,0,0.28358208955223885,0.689655172413793,2.9931359908888947e-06,0.6000000000000001,0.2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.0
707,49,0,The Mole,0.3928571428571388,0,0.7313432835820896,0.7241379310344827,0.000659238201993279,0.2,0.2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38.0
708,26,0,On Common Ground,0.3214285714285694,0,0.28358208955223885,0.689655172413793,7.482839977222239e-07,0.6000000000000001,0.4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,27.0
